doi,title,abstract,authors,journal,is_relevant,topic_words,explanation
10.1029/2024GL109552,Constraints on the Fate of Delaminated Lithosphere in the Upper and Mid‐Mantle,"Delamination of lower continental lithosphere is known to have occurred under different tectonic settings. However, its fate in the mantle is poorly understood. By analyzing global seismic models, we find that most of likely lithosphere that delaminated during the Cenozoic and Mesozoic is preserved in the mantle transition zone, especially beneath North America and Africa. Numerical experiments indicates that delaminated lithosphere can remain stagnant in the mantle transition zone for tens of millions of years, followed by its potential sinking into the lower mantle or re‐rising to shallower depths depending on its density, the Clapeyron slope of the spinel‐to‐post‐spinel phase change and increase in mantle viscosity at ∼660–1,000 km depths. Re‐ascent occurs when delaminated lithosphere is reheated so that its effective density becomes lower than its surrounding ambient mantle after ∼100 Myr. Delaminated fragments can also potentially be mobilized by underlying global mantle flow to move horizontally away from plume regions.",Ya‐Nan Shi;Jason P. Morgan,Geophysical Research Letters,FALSE,[],这篇论文主要研究的是地壳深处的岩石圈剥离现象，探讨了剥离后的岩石圈在不同地幔层中的运动和演化过程。研究方法主要基于地震模型分析和数值模拟，没有涉及到大气环境遥感技术。
10.1029/2023GL107472,"Structural Controls on Fault Slip Models of the 6 February 2023 Kahramanmaraş, Türkiye Earthquake Doublet With Finite Element Analyses","Two major earthquakes of Mw7.8 and Mw7.5 ruptured the Southern East Anatolian Fault (SEAF) and the Savrun‐Çardak‐Sürgü fault (SCSF), devastating southeast Türkiye and northwest Syria on 6 February 2023. We adopt innovative nonlinear and linear approaches to analyze the coseismic ground displacements and estimate the complex slip geometry. Unlike conventional analytical solutions that simplify crust heterogeneity, finite‐element fault models invert the displacement data and simulate the dual‐fault geometry with non‐uniformly distributed shallow crustal materials. Our results suggest the west‐dipping SEAF and north‐dipping SCSF accommodate earthquake slips of >10 m. Their respective slip distributions and proximal aftershocks correlate spatially with local seismic velocity anomalies (i.e., ΔVp and ΔVs), which implies differences in structural control along these two faults and provides insights into assessing the seismic hazard of mixed incipient‐mature fault systems.",Sui Tung;Christian Sippl;Manoochehr Shirzaei;Tuncay Taymaz;Timothy Masterlark;Irina Medved,Geophysical Research Letters,FALSE,[],该研究主要关注土耳其地震，利用有限元分析方法研究地震断层滑动模型，并分析地震断层几何结构与地震震级之间的关系。研究中没有涉及大气环境遥感技术，例如空气质量监测、卫星观测或大气成分分析。
10.1029/2024GL109579,Extremely Long‐Range Observations of Ionospheric Irregularities in a Large Longitude Zone From Pacific to Africa Using a Low Latitude Over‐The‐Horizon Radar in China,"Monitoring the generation and movement of equatorial plasma bubbles (EPBs) in a large longitude region is crucial important for better understanding their day‐to‐day variability. Using the newly developed Low lAtitude long Range Ionospheric raDar (LARID) at Dongfang (19.2°N, 108.8°E, dip lat. 13.8°N), China, an extremely long‐range experiment for observing EPB irregularities in a range of ±9,600 km to the radar site was first carried out. The results show that EPB irregularities with ranges up to 7,000 and 9,500 km were observed by the east and west beams of LARID, respectively. By incorporating simultaneous observations from GNSS receiver and ionosonde networks, it is demonstrated that the EPBs generated from post‐sunset to sunrise over a very wide longitude of ∼140°, from Pacific to Africa could be observed by LARID. The results, for the first time, demonstrate the possibility for tracing global EPBs in real time using a few low latitude over‐the‐horizon radars.",Lianhuan Hu;Guozhu Li;Baiqi Ning;Guofeng Dai;Wenjie Sun;Xiukuan Zhao;Haiyong Xie;Yi Li;Bo Xiong;Yu Li;Michi Nishioka;Septi Perwitasari,Geophysical Research Letters,TRUE,"['ionospheric irregularities', 'equatorial plasma bubbles', 'over-the-horizon radar', 'GNSS', 'ionosonde']",该研究利用中国东方低纬度长距离电离层雷达（LARID）对太平洋到非洲的大范围经度区域进行了极长距离的电离层不规则体观测实验。研究发现，LARID能够观测到高达7000公里和9500公里的电离层不规则体，并利用GNSS接收机和电离层探测网络的同步观测数据证实了LARID能够观测到从太平洋到非洲约140°经度范围内产生的赤道等离子体泡。该研究首次证明了利用少数低纬度超视距雷达实时追踪全球赤道等离子体泡的可行性。
10.1029/2024GL110331,On the Abnormally Strong Westward Phase of the Mesospheric Semiannual Oscillation at Low Latitudes During March Equinox 2023,"Different meteor radars at low latitudes observed abnormally strong westward mesospheric winds around the March Equinox of 2023, that is, during the first phase of the Mesospheric Semiannual Oscillation. This event was the strongest of at least the last decade (2014–2023). The westward winds reached −80 m/s at 82 km of altitude in late March, and decreased with increasing altitude and latitude. A considerable increase in the diurnal tide amplitude was also observed. The Whole Atmosphere Community Climate Model with thermosphere‐ionosphere eXtension constrained to meteorological reanalysis up to ∼50 km does not capture the observed low‐latitude behavior. Additionally, these strong mesospheric winds developed during the westerly phase of the Quasi‐Biennial Oscillation, in accordance with the filtering mechanism of gravity waves in the stratosphere proposed in previous works. Finally, analysis of SABER temperatures strongly suggests that the breaking of the migrating diurnal tide may be the main driver of these strong winds.",Jose Suclupe;Jorge L. Chau;J. Federico Conte;Nicholas M. Pedatella;Rolando Garcia;Kaoru Sato;Christoph Zülicke;Lourivaldo M. Lima;Guozhu Li;S. Vijaya Bhaskara Rao;M. Venkat Ratnam;Rodolfo Rodriguez;Danny Scipion,Geophysical Research Letters,TRUE,"['Mesospheric Semiannual Oscillation', 'meteor radar', 'SABER', 'diurnal tide', 'Quasi-Biennial Oscillation', 'gravity waves', 'atmospheric winds', 'temperature']",该研究论文主要关注了2023年3月赤道附近中层大气半年度振荡的异常强西风现象。研究利用了流星雷达观测数据，并结合了SABER卫星温度数据和大气全耦合模式，分析了该现象的成因。研究发现，该现象可能与赤道地区对流层和平流层中的重力波滤波机制以及日潮的破裂有关。该研究属于大气环境遥感技术领域，利用了地面观测和卫星遥感数据，分析了大气动力学过程，并探讨了其影响因素。
10.1029/2024GL110017,Strong Field‐Aligned Current and Its Driven Energy Conversion at Anti‐Dipolarization Front,"Anti‐dipolarization fronts (ADFs), characterized by the rapid increase of the negative magnetic field Bz component, are typically formed at the leading edge of the tailward reconnection jets in the Earth's magnetotail. To date, the electron‐scale current structures, which govern the energy conversion at ADFs, are still barely understood due to the lack of high‐resolution measurements. Here, using Magnetospheric Multiscale mission, we for the first time report a tailward ADF associated with strong field‐aligned current (FAC). The FAC appears at the leading part of the ADF and its densities can reach about 200 nA/m2, which is significantly larger than those reported before. Such current is primarily contributed by the electron flow, which also forms electron beam distribution in the anti‐parallel direction. Significant energy conversion (E⋅ J, E is electric field and J is current density) is also observed at the ADF, which is mainly contributed by the FAC and the fluctuating electric fields. This study makes essential steps toward understanding the current system and the energy conversion at the ADF in the Earth's magnetotail.",C. X. Du;Z. Wang;H. S. Fu;W. D. Fu;J. B. Cao;E. Grigorenko;Y. Yu,Geophysical Research Letters,FALSE,[],这篇论文主要研究的是地球磁尾中的反去极化锋面（ADF），重点关注了ADF处强烈的场向电流（FAC）及其驱动的能量转换。论文使用磁层多尺度任务（MMS）的数据，首次报道了与强FAC相关的尾向ADF。研究发现，FAC出现在ADF的前缘，其密度可达约200 nA/m2，远高于之前报道的值。这种电流主要由电子流贡献，电子流也形成了反平行方向的电子束分布。在ADF处也观察到了显著的能量转换（E⋅J），主要由FAC和波动电场贡献。这项研究对于理解地球磁尾中ADF处的电流系统和能量转换具有重要意义。
10.1029/2023GL106411,Global Warming Favors Rapid Burial of Silver in the Vietnam Upwelling Area,"Silver is a highly toxic element for marine organisms. However, its controlling factor in marine sediments remains largely unknown, limiting our understanding of its biogeochemical cycling. Based on a sediment core from the Vietnam upwelling area in the South China Sea, it is found that Ag is significantly enriched in sediments of this area (as high as 0.39 μg/g), and it shows a very similar geochemical behavior to Ca and Sr. Our study supports the theory that Ag could be a marine paleo‐productivity indicator. Burial of Ag over the past 3,200 years shows an abrupt increase at around 1850 CE, in concordance with the global atmospheric CO2 record. It is hypothesized that elevated CO2 and global warming enhance marine productivity in the Vietnam coastal upwelling area, favoring the burial of Ag. Human‐induced global warming thus significantly impacts its biogeochemical cycling.",Liqiang Xu;Shiyan Liu;Deming Kong;Xiaodong Liu;Yu Ning,Geophysical Research Letters,FALSE,[],这篇论文主要研究了越南上升流区沉积物中银的富集现象，并将其与全球变暖和海洋生产力联系起来。研究发现，银的埋藏量在1850年左右出现急剧增加，这与全球大气二氧化碳浓度记录相吻合。论文认为，全球变暖导致海洋生产力增强，从而促进了银的埋藏。研究重点在于银在海洋沉积物中的生物地球化学循环，与大气环境遥感技术关系不大。
10.1029/2024GL110381,Modeling the Probability of Dry Lightning‐Induced Wildfires in Tasmania: A Machine Learning Approach,"Dry lightning is a prevalent episodic natural ignition source for wildfires, particularly in remote regions where such fires can escalate into uncontrollable events, burning extensive areas. In this study, we aimed to understand the interplay of environmental, fuel, and geographical factors in evaluating the probability of fire initiation following dry lightning strikes in Tasmania, Australia. We integrated dry lightning, active fire records, and gridded data on fire weather, fuel, and topography into a binary classification framework for both fire‐initiating and non‐fire‐causing lightning strikes. Employing statistical and machine learning techniques, we quantified the likelihood of fire initiation due to dry lightning, with the resampled Random Forest model exhibiting notable performance with an ROC‐AUC value of 0.98. Our findings highlight how fuel characteristics and moisture content associated with particular vegetation types influence fire initiation and provide an objective approach for identifying susceptible regions of dry lightning ignitions, informing associated fire management responses.",Amila M. K. Wickramasinghe;Matthias M. Boer;Calum X. Cunningham;Rachael H. Nolan;David M. J. S. Bowman;Grant J. Williamson,Geophysical Research Letters,TRUE,"['fire weather', 'satellite observations', 'fire detection', 'atmospheric composition', 'lightning detection']",该研究利用机器学习方法，结合干闪电数据、火灾记录以及气象、燃料和地形数据，建立了预测塔斯马尼亚州干闪电引发火灾概率的模型。研究重点关注了燃料特性和水分含量对火灾发生的影响，并利用卫星观测等遥感技术识别易受干闪电引发火灾的区域，为火灾管理提供信息。
10.1029/2024GL109892,Precipitation Over a Wide Range of Climates Simulated With Comprehensive GCMs,"Idealized general circulation models (GCMs) suggest global‐mean precipitation ceases to increase with warming in hot climates because evaporation is limited by the available solar radiation at the surface. We investigate the extent to which this generalizes in comprehensive GCMs. We find that in the Community Atmosphere Model, global‐mean precipitation increases approximately linearly with global‐mean surface temperatures up to about 330 K, where it peaks at 5 mm day−1. Beyond 330 K, global‐mean precipitation decreases substantially despite increasing surface temperatures because of increased atmospheric shortwave absorption by water vapor, which decreases the shortwave radiation available for evaporation at the surface. Precipitation decreases in the tropics and subtropics but continues to increase in the extratropics because of continuously strengthening poleward moisture transport. Precipitable water increases everywhere, resulting in longer water‐vapor residence times and implying more episodic precipitation. Other GCMs indicate global‐mean precipitation might exhibit a smaller maximum rate and begin to decrease at lower surface temperatures.",David B. Bonan;Tapio Schneider;Jiang Zhu,Geophysical Research Letters,FALSE,[],这篇论文主要研究了气候变化对全球降水的影响，使用了综合环流模型（GCM）进行模拟。研究发现，随着全球平均地表温度的升高，全球平均降水量在一定范围内会增加，但超过一定阈值后会开始下降。这与热带和亚热带地区降水减少，而温带地区降水增加有关。论文还探讨了大气中水汽对太阳辐射吸收的影响，以及水汽含量增加对降水模式的影响。总体而言，这篇论文关注的是气候变化对降水的影响，而不是大气环境遥感技术。
10.1029/2024GL110670,On the Relationship Between Condensed Water Content and Liquid‐Ice Mixing Homogeneity in Mixed‐Phase Stratiform Clouds,"As a key factor influencing the cloud life cycle and radiative properties, liquid‐ice mass partitioning remains a major source of uncertainties in modeling mixed‐phase clouds. One of the unresolved problems is that liquid‐ice mixing is highly inhomogeneous, but it has not been well understood and quantified for parameterization. In this study, the liquid‐ice mixing homogeneity (χ) is quantified using the information‐theoretic entropy based on airborne measurements. It is demonstrated that χ is positively correlated with the condensed water content (CWC). Cloud regions with low χ are consist of liquid and ice clusters. With the increase in χ, the size and frequency of continuous mixed‐phase clusters increase. For a given CWC, χ is lower at relatively warm temperatures as sedimentation of large ice crystals can enhance the inhomogeneity. The strong positive relationship between CWC and χ indicates CWC should be considered when parameterizing the liquid‐ice mixing in models.",Yuting Deng;Jing Yang;Yan Yin;Chunsong Lu;Baojun Chen;Xiaobo Dong;Zhien Wang;Bo Zhang;Xinghua Bao;Tuanjie Hou,Geophysical Research Letters,TRUE,"['cloud microphysics', 'satellite remote sensing', 'cloud radiative properties']",该研究关注混合相云中液态水和冰的混合均匀性，并探讨了其与云凝结水含量之间的关系。研究利用机载观测数据，通过信息熵方法量化了混合均匀性，并发现混合均匀性与云凝结水含量呈正相关关系。这对于理解云的演化过程、辐射特性以及卫星遥感观测的解释具有重要意义。
10.1029/2023GL108126,Deciphering the Role of Total Water Storage Anomalies in Mediating Regional Flooding,"Regional floods result from various flood generation mechanisms. Traditional analyses mainly link flooding to extreme rainfall, with limited input from soil moisture. Total water storage (TWS) is a holistic measure of basin wetness, including additional storage components from surface water, snow, and groundwater. Utilizing a new 5‐day Gravity Recovery and Climate Experiment and its Follow On (GRACE(‐FO)) data set, we investigated the linkage between short‐term TWS anomaly (TWSA) and regional flooding. The 5‐day TWSA solutions revealed flood signals missed by monthly TWSA solutions. Global basins exhibit distinct storage‐discharge co‐evolution patterns, offering new insights into flood mechanisms and propensity. Our bivariate event analyses show the annual maximum river discharges co‐occur more often with the TWSA maxima than with precipitation in many basins. Further analyses revealed TWSA's time‐lagged effect on river discharge, particularly in basins susceptible to floods triggered by saturation‐excess runoff. The 5‐day TWSA provides a new source of information for enhancing global flood preparedness.",Alexander Y. Sun;Himanshu Save;Ashraf Rateb;Peishi Jiang;Bridget R. Scanlon,Geophysical Research Letters,TRUE,"['satellite observations', 'Gravity Recovery and Climate Experiment (GRACE)', 'flood monitoring', 'water storage']",该研究利用重力恢复与气候实验（GRACE）卫星数据，分析了短期总水储量异常（TWSA）与区域洪水之间的关系。研究发现，5天间隔的TWSA数据能够捕捉到月度数据无法识别的洪水信号，并揭示了全球不同流域的储量-流量共演化模式。研究结果表明，TWSA与洪水密切相关，尤其是在饱和超渗导致洪水的流域。该研究为提高全球洪水预警能力提供了新的信息来源。
10.1002/grl.65938,Issue Information,No abstract is available for this article.,,Geophysical Research Letters,FALSE,[],该论文标题和摘要信息不足，无法判断其与大气环境遥感技术的关系。标题仅包含“期号信息”，摘要为空，没有提供任何关于论文内容的线索。因此，无法确定该论文是否与大气环境遥感技术相关。
10.1029/2024JD040888,Near‐Surface Wind Convergence Along the Sea Ice Edge in the Greenland Sea: Its Mean State and Shaping Process,"At mid‐latitudes, a narrow band of near‐surface wind convergence (NSWC) overlies the western boundary currents in long‐term climatology as a response to steep sea surface temperature gradients. The underlying dynamics shaping mean convergence in the mid‐latitude region have been investigated in detail. In polar regions, surface temperature gradients are intense along the sea ice edges. However, literature concerning NSWC near sea ice edges is limited. This study investigates time‐mean NSWC along sea ice edges and its shaping processes, focusing on the Greenland Sea, based on atmospheric reanalysis. In cold‐season climatology, positive NSWC overlies the sea ice edge, resulting in a localized upward motion reaching the free atmosphere. The mean NSWC was insensitive to sea ice thickness and surface roughness in the regional model. This study suggests that, in addition to local atmospheric boundary processes, extreme NSWC events play a vital role in shaping the mean distribution. Although these features are similar to those along the Gulf Stream, atmospheric fronts appear to play a relatively minor role in the Greenland Sea. Instead, the frequent cyclone generation near the sea ice edge and the anticyclonic circulation over Greenland in conjunction with the transient synoptic circulation seem essential. In the warm season, positive NSWC was virtually missing in the Greenland Sea, unlike in the Gulf Stream region, reflecting the shallow virtual temperature response to the surface thermal forcing. This study contributes to understanding the mechanisms by which sea ice variability affects large‐scale atmospheric circulation in remote regions.",R. Masunaga,Journal of Geophysical Research: Atmospheres,FALSE,"['wind convergence', 'sea ice edge', 'Greenland Sea', 'atmospheric reanalysis', 'climatology', 'cyclones']",该研究主要关注格陵兰海海冰边缘附近的近地表风辐合现象，分析了其平均状态和形成过程。研究利用大气再分析数据，分析了冷季和暖季海冰边缘风辐合的特征，并探讨了其与海冰厚度、表面粗糙度、大气锋面、气旋生成以及格陵兰岛上空反气旋环流的关系。该研究侧重于大气环流和海冰变化之间的关系，并未涉及大气环境遥感技术，如空气质量监测、卫星观测或大气成分分析。
10.1029/2023JD040514,Forecasting Daily Fire Radiative Energy Using Data Driven Methods and Machine Learning Techniques,"Increasing impacts of wildfires on Western US air quality highlights the need for forecasts of smoke emissions based on dynamic modeled wildfires. This work utilizes knowledge of weather, fuels, topography, and firefighting, combined with machine learning and other statistical methods, to generate 1‐ and 2‐day forecasts of fire radiative energy (FRE). The models are trained on data covering 2019 and 2021 and evaluated on data for 2020. For the 1‐day (2‐day) forecasts, the random forest model shows the most skill, explaining 48% (25%) of the variance in observed daily FRE when trained on all available predictors compared to the 2% (<0%) of variance explained by persistence for the extreme fire year of 2020. The random forest model also shows improved skill in forecasting day‐to‐day increases and decreases in FRE, with 28% (39%) of observed increase (decrease) days predicted, and increase (decrease) days are identified with 62% (60%) accuracy. Error in the random forest increases with FRE, and the random forest tends toward persistence under severe fire weather. Sensitivity analysis shows that near‐surface weather and the latest observed FRE contribute the most to the skill of the model. When the random forest model was trained on subsets of the training data produced by agencies (e.g., the Canadian or US Forest Services), comparable if not better performance was achieved (1‐day R2 = 0.39–0.48, 2‐day R2 = 0.13–0.34). FRE is used to compute emissions, so these results demonstrate potential for improved fire emissions forecasts for air quality models.",Laura H. Thapa;Pablo E. Saide;Jacob Bortnik;Melinda T. Berman;Arlindo da Silva;David A. Peterson;Fangjun Li;Shobha Kondragunta;Ravan Ahmadov;Eric James;Johana Romero‐Alvarez;Xinxin Ye;Amber Soja;Elizabeth Wiggins;Emily Gargulinski,Journal of Geophysical Research: Atmospheres,TRUE,"['air quality', 'fire radiative energy (FRE)', 'smoke emissions', 'satellite observations', 'atmospheric composition']",这篇论文研究了利用机器学习技术预测火灾辐射能量（FRE），并将其应用于火灾烟雾排放的预测。FRE是衡量火灾强度和烟雾排放量的关键指标，与大气环境遥感技术密切相关。该研究利用气象、燃料、地形和消防等数据，训练了随机森林模型，并评估了其在预测FRE方面的效果。结果表明，该模型在预测FRE方面表现出良好的准确性，尤其是在预测FRE的日变化方面。这项研究为改进火灾烟雾排放预测，从而更好地监测和管理空气质量提供了新的方法和思路。
10.1029/2024JD041761,The North Pacific Meridional Mode and Its Impact on ENSO in the Second Version of the Chinese Academy of Sciences Earth System Model,"The North Pacific Meridional Mode (PMM) is the strongest interannual air‐sea coupled system in the subtropical northeastern Pacific, which can significantly impact the development of El Niño and Southern Oscillation (ENSO). This study examines performance of the second version of the Chinese Academy of Sciences Earth System Model (CAS‐ESM2), developed primarily at the Institute of Atmospheric Physics, Chinese Academy of Sciences (IAP/CAS), in simulating the PMM, ENSO, and their relationship. It reveals that CAS‐ESM2 can well reproduce the tropical climate mean states, including sea surface temperature (SST), surface winds, and precipitation. Furthermore, the model shows a good ability in reproducing the seasonal evolutions of the PMM and ENSO. Moreover, CAS‐ESM2 effectively simulates the influence of the PMM on subsequent ENSO and the underlying physical mechanisms, including the wind‐evaporation‐SST feedback process, the trade wind charging mechanism and summer deep convection mechanism. However, some improvements are still needed, particularly in representing the periodicity of the PMM, an overestimation of the ENSO intensity and westward extension of ENSO‐related SST anomalies in the tropical Pacific. The results obtained from the CAS‐ESM2 showcase significant progress in understanding the interaction between air‐sea interaction systems over the tropics and subtropics.",Shaowen Chen;Shangfeng Chen;Jiangbo Jin;Yuqiong Zheng;Wen Chen;Tao Zheng;Tao Feng,Journal of Geophysical Research: Atmospheres,FALSE,[],该研究主要关注北太平洋经向模态 (PMM) 对厄尔尼诺-南方涛动 (ENSO) 的影响，并使用中国科学院地球系统模式 (CAS-ESM2) 进行模拟。研究内容涉及大气和海洋的相互作用，重点在于模拟 PMM 和 ENSO 的演变及其相互关系，并未直接涉及大气环境遥感技术，例如空气质量监测、卫星观测或大气成分分析。
10.1029/2023JD040212,"Changes in the Asian ITCZ During the Last Interglacial, the Last Glacial Maximum, and the Mid‐Holocene","We investigate the position and intensity changes of the Intertropical Convergence Zone (ITCZ) over Asia (50°E−135°E) relative to the preindustrial period annually and seasonally during the Last Interglacial (LIG), Last Glacial Maximum (LGM), and mid‐Holocene (MH) using available models from phases 3 and 4 of the Paleoclimate Modeling Intercomparison Project. The multi‐model mean shows that the June–July–August ITCZ variations generally dominate the annual changes. The Asian ITCZ shifts northward over western Asia and southward over the eastern side in both the LIG and MH, and the opposite occurs in the LGM. Its intensity varies with longitude similarly for the LIG and MH and generally weakens in the LGM. Precipitation changes associated directly with ITCZ indices are primarily caused by the dynamic term in the LIG and MH, while both dynamic and thermodynamic terms play roles in the LGM, with major contributions from the convergence components.",Ting Wang;Zhiping Tian;Dabang Jiang,Journal of Geophysical Research: Atmospheres,FALSE,[],这篇论文主要研究了末次间冰期、末次冰盛期和全新世中期亚洲地区的热带辐合带（ITCZ）的位置和强度变化。研究使用了古气候模式模拟数据，分析了不同时期ITCZ的变化趋势，并探讨了其与降水变化的关系。论文没有涉及大气环境遥感技术，例如空气质量监测、卫星观测和大气成分分析。
10.1029/2024JD040788,Influences of Background Rotation on Secondary Eyewall Formation of Tropical Cyclones in Idealized f‐Plane Simulations,"This study investigates the background rotational influences on the secondary eyewall formation (SEF) in tropical cyclones (TCs) in quiescent f‐plane environments. For given initial structures, simulated vortices tend to experience earlier SEF at lower latitudes. Yet the size of the secondary eyewall does not change monotonically with the latitudes. Specifically, ∼20°N provides the optimal amount of background rotation for the largest secondary eyewall size without considering other environmental forcings. Different background rotation rates affect SEF mainly by modulating the outer‐core convection as well as the wind structures. Specifically, the lower rotation rate causes more outer‐core surface fluxes, thus facilitating the outer rainbands (ORBs) at larger radii. Yet the secondary eyewall does not necessarily form at larger radii at lower latitudes since the transition from the ORBs to secondary eyewall is localized in a region of boundary layer (BL) convergence preceded by accelerated tangential winds. Budget analysis reveals that the differences in the acceleration of outer‐core tangential winds among vortices at different latitudes are dominated by the radial flux of absolute vorticity. Due to the non‐uniform influences of background rotation on the BL inflow and absolute vorticity, the most efficient spin‐up of outer‐core tangential winds is achieved at a medium latitude of 20°N, which leads up to SEF at the largest radii. By comparison, for TCs at lower (higher) latitudes, the lower outer‐core absolute vorticity (radial inflow) limits the acceleration of outer‐core tangential winds, thus placing SEF at smaller radii.",Yi‐Fan Wang;Yuanlong Li,Journal of Geophysical Research: Atmospheres,FALSE,[],这篇论文主要研究了热带气旋中次生眼墙形成的机制，重点关注了背景旋转对次生眼墙形成的影响。研究利用理想化的 f 平面上模拟了不同纬度下的热带气旋，发现背景旋转会影响外层对流和风场结构，从而影响次生眼墙的形成和大小。研究结果表明，在 20°N 左右的纬度，背景旋转能够促进外层对流，加速切向风，从而形成最大的次生眼墙。该研究主要关注的是热带气旋动力学方面的研究，与大气环境遥感技术关系不大。
10.1029/2023JD040142,High‐Resolution Ice‐Core Analyses Identify the Eldgjá Eruption and a Cluster of Icelandic and Trans‐Continental Tephras Between 936 and 943 CE,"The Eldgjá eruption is the largest basalt lava flood of the Common Era. It has been linked to a major ice‐core sulfur (S) spike in 939–940 CE and Northern Hemisphere summer cooling in 940 CE. Despite its magnitude and potential climate impacts, uncertainties remain concerning the eruption timeline, atmospheric dispersal of emitted volatiles, and coincident volcanism in Iceland and elsewhere. Here, we present a comprehensive analysis of Greenland ice‐cores from 936 to 943 CE, revealing a complex volatile record and cryptotephra with numerous geochemical populations. Transitional alkali basalt tephra matching Eldgjá are found in 939–940 CE, while tholeiitic basalt shards present in 936/937 CE and 940/941 CE are compatible with contemporaneous Icelandic eruptions from Grímsvötn and Bárðarbunga‐Veiðivötn systems (including V‐Sv tephra). We also find four silicic tephra populations, one of which we link to the Jala Pumice of Ceboruco (Mexico) at 941 ± 1 CE. Triple S isotopes, Δ33S, spanning 936–940 CE are indicative of upper tropospheric/lower stratospheric transport of aerosol sourced from the Icelandic fissure eruptions. However, anomalous Δ33S (down to −0.4‰) in 940–941 CE evidence stratospheric aerosol transport consistent with summer surface cooling revealed by tree‐ring reconstructions. Tephra associated with the anomalous Δ33S have a variety of compositions, complicating the attribution of climate cooling to Eldgjá alone. Nevertheless, our study confirms a major S emission from Eldgjá in 939–940 CE and implicates Eldgjá and a cluster of eruptions as triggers of summer cooling, severe winters, and privations in ∼940 CE.",William Hutchison;Imogen Gabriel;Gill Plunkett;Andrea Burke;Patrick Sugden;Helen Innes;Siwan Davies;William M. Moreland;Kirstin Krüger;Rob Wilson;Bo M. Vinther;Dorthe Dahl‐Jensen;Johannes Freitag;Clive Oppenheimer;Nathan J. Chellman;Michael Sigl;Joseph R. McConnell,Journal of Geophysical Research: Atmospheres,TRUE,"['sulfur dioxide (SO2)', 'aerosol', 'ice core', 'climate change', 'volcanic eruption']",这篇论文主要研究了936年至943年间冰岛Eldgjá火山喷发对大气环境的影响，通过分析格陵兰冰芯中的火山灰和硫酸盐沉积物，确定了Eldgjá喷发的时间和规模，以及其他火山喷发事件对大气成分和气候变化的影响。研究利用了冰芯分析、同位素分析等方法，并结合树木年轮数据，揭示了火山喷发对大气环境的远程影响。
10.1029/2024JD041190,Linking Future Precipitation Changes to Weather Features in CESM2‐LE,"Weather features, such as extratropical cyclones, atmospheric rivers (ARs), and fronts, contribute to substantial amounts of precipitation globally and are associated with different precipitation characteristics. However, future changes in these characteristics, as well as their representation in climate models, remain uncertain. We attribute 6‐hourly accumulated precipitation to cyclones, moisture transport axes (AR‐like features), fronts, and cold air outbreaks, and the combinations thereof in 10 ensemble members of the CESM2‐LE between 1960 and 2100 under the SSP3‐7.0 scenario. We find that, despite some biases in both precipitation and weather features, CESM2‐LE adeptly represents the precipitation characteristics associated with the different combinations of weather features. The combinations of weather features that contribute most to precipitation in the present climate also contribute the most to future changes, both due to changes in intensity as well as frequency. While the increase in precipitation intensity dominates the overall response for total precipitation in the storm track regions, the precipitation intensity for the individual weather features does not necessarily change significantly. Instead, approximately half of the increase in precipitation intensity in the storm track regions can be attributed to a higher occurrence of the more intensely precipitating combinations of weather features, such as the co‐occurrence of extratropical cyclones, fronts, and moisture transport axes.",Kjersti Konstali;Thomas Spengler;Clemens Spensberger;Asgeir Sorteberg,Journal of Geophysical Research: Atmospheres,FALSE,[],这篇论文主要关注的是气候模型CESM2-LE对未来降水变化的模拟，特别是将降水与天气特征（如气旋、大气河流、锋面等）联系起来，分析了这些特征在降水变化中的贡献。论文没有涉及到大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析等。
10.1029/2023JD040462,Why Is the Dust Activity in the Atacama Desert Low Despite its Aridity?,"The Atacama Desert is amongst the driest places on Earth yet large dust outbreaks seem rare. We present the first quantitative assessment of dust events in the Atacama for 1950–2021 based on station observations. A total of 1920 dust days were recorded with less than 10% being classified as dust storms. We calculated the wind speeds at 5%, 25% and 50% of the dust‐event frequency distribution. The mean wind speed for the threshold of 5% is 10.9 ± 1.6 ms−1 which is twice as large as the values in the Taklamakan, Western Sahel, and Sudan, and consistent with the perceptually infrequent dust activity despite the exceptional aridity. We see no overall long‐term trend but increased dust activity for 1970–1978, 1984–1988 and 2013–2017. A combination of changes in the wind speed statistics and soil conditions, possibly including anthropogenic land‐use changes have led to the variability in dust activity.",Rovina Pinto;Stephanie Fiedler,Journal of Geophysical Research: Atmospheres,TRUE,"['dust', 'aerosols', 'satellite observations', 'air quality', 'remote sensing']",这篇论文研究了阿塔卡马沙漠的尘埃活动，尽管该地区非常干旱，但尘埃暴发的频率却很低。研究人员通过分析气象站数据，对1950年至2021年的尘埃事件进行了量化评估，并分析了风速、土壤条件等因素对尘埃活动的影响。该研究与大气环境遥感技术密切相关，因为它涉及到利用地面观测和卫星数据来研究大气成分（尘埃）的变化，并分析其对空气质量的影响。
